"anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0.666666666666667,0,0,0.166666666666667,0,0.166666666666667,0.333333333333333
0,0,0,0,0,0,0,0
0,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.5
0,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0.2,0.8,0.2,0.6,0.4,0.4,0,0.6
0,0,0,0,1,0,0,1
0,0.75,0.25,0.5,0.75,0.5,0.25,0.75
0,0,0,0,1,0,0,1
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0.2,1,0.2,0.4,0.8,0.4,0.4,0.8
0.5,1,0,0,0.5,0,0,0.5
0,1,0,0.25,0.5,0.5,0,1
0.5,0.25,0.5,1,0,0.25,0,1
0.4,0.8,0.2,0.2,0.6,0.2,0.4,0.8
0.111111111111111,0.444444444444444,0.166666666666667,0.222222222222222,0.388888888888889,0.111111111111111,0.222222222222222,0.388888888888889
0.4,0.4,0.2,0.2,0.2,0.4,0.2,0.6
0.166666666666667,0.583333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.416666666666667,0.166666666666667,0.25
0,1,0,0.5,0,0,0,0
0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0
0.5,0,0.5,1,0,1,0.5,0.5
0,1,0,0,1,0,0.5,1
1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
1,1,1,0,1,0,0,1
0,0.5,0,0.5,0.5,0.5,0,0.5
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0.666666666666667
0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0.5,0,0,0.5,0,0.5,0.5
0,0,0,0,0.5,0,0,0
0,1,0,0,1,0,0,1
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0.3,0.3,0.6,0.2,0.8,0.3,0.1
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0.25,0.25,0,0.5,1,0.5,0.75
0,0,0,0,0,0,0,0
0,1,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667
0,1,0,0.5,0.5,0,0,0.5
0,0.8,0,0,0.6,0,0.2,0.6
0.5,0,0.5,0,0.5,1,0.5,0.5
0,0,0.5,0,0,0.5,0.5,0
0,1,0,0,1,0,0,0
0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,0
0,1,0,0,0,0,1,0
0.5,1,1,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0.5,0,0,0.5,0,0.25,0.75
0,0.666666666666667,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667
0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667
0.5,0.5,0,1,0.5,0.5,0,0.5
0,0,0,0,0,0,0.5,0.5
0,0,0,0,0,1,0,0
0.5,0,0.75,1,0,1,0,0
0.222222222222222,0.333333333333333,0,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111,0.666666666666667
0,0,0,0,0,0,0,0
0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333
0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0.5,0,0,0.5,0.5,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0.5,0,0.5,0,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0.5,1
0,0,0,0,0,0,0,0
0,0.333333333333333,0,0.166666666666667,0.166666666666667,0.666666666666667,0.166666666666667,0.166666666666667
0,0.5,0,0,0,0.5,0.25,0.25
0.166666666666667,0.666666666666667,0.166666666666667,0.666666666666667,0.5,0.833333333333333,0.166666666666667,0.333333333333333
0,1,0,0,0.5,0,0,0.5
0,1,0,0,0.5,0,0.5,0.5
0,0,0,0,0,0,0,1
0,0.5,0,0,0,0.5,0.5,0
0,1,1,0,0,0,0,0
0,1,0,0,0.5,0,0,0.5
0,0.5,0.5,0,0.25,0,0.25,0.25
0.142857142857143,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.142857142857143,0.142857142857143
0,0,0,0,0,0.5,0,0
0,1,0,0,1,0,1,1
0,1,0,1,0,1,0,0
0,1,0,0.5,0.5,0,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,1
0,0,0,0,0,0,0,0
0.5,0.5,0.25,0.25,0,0.25,0,0
0,1,0,1,0,0,0,0
0,0,1,1,0,1,0,0
1,1,0,0,0,1,0,0
1,0,0,1,0,1,1,0
0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,1
0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.25,0,0,0.5,0.25,0,1
0.4,0.4,0,0.6,0.4,0.6,0,1
0.5,0.5,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0.666666666666667
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0
0.25,0.5,0,0.5,0.75,0.5,0.25,0.5
0,1,0,0,1,0,0,1
0.25,0.5,0.25,0.75,0.75,0.25,0.25,0.5
0,0.333333333333333,0,0,0.666666666666667,0,0.666666666666667,0.666666666666667
0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1
0,0.5,0,0,1,0,0,1
0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0
0,0,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0
0.6,0,0.4,0.6,0.2,0.4,0,0.2
1,0,0,1,0,1,1,0
0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0,0,0.333333333333333
0.5,0,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0,0,0.5,0.5,0.5,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0,0.5,0,0,0,0,0.5
0,0.5,0,0,0.5,0,0,0.5
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0.5,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667
0.5,0,0,0,0.5,0,0,0.5
0,1,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333
0,0,0,0,0,0,0,1
0.5,0.666666666666667,0.666666666666667,0.5,0.5,0.666666666666667,0.333333333333333,0.666666666666667
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.5,0,0,0.5,0,0,0
0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,1
1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0.333333333333333
0.5,0,0.5,0.5,0,0.5,0,1
0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,1
0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0,0.666666666666667,0,0.333333333333333
0,0.333333333333333,0,0,0.333333333333333,0,0,0
0,0.5,0,0,0.5,0,0,1
0,0.5,0,1,0,0.5,0,0
0,1,0,0.5,0.5,0,0.5,0.5
0,0.5,0,0,0.5,0,0,0.5
0.333333333333333,1,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333
1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0,0.5,1,0,0.5,0,0.5
0.333333333333333,1,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333
0,0,0,1,0,1,0,0
0.5,0.5,0.5,0.5,0,1,0,0
0,0,1,0,0,0,0,0
0.5,0,0,0,0,1,0.5,0
0,1,0,0,1,0,1,1
0,0.333333333333333,0,1,0.333333333333333,0.666666666666667,0,0
0,0,0,0,0,0,0,0
0,1,0,0.5,1,0,0,0.5
0,1,0,0,1,1,0,0
0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0
0,0,0,0,0,0,0,0
0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333
0,0,0,0,0,0,0,0.5
0,0.5,0,0,0.5,0,0,0.5
0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,1
1,0,0.5,0.5,0,0.5,0,0
0,1,0,0,1,0,0,1
0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0.333333333333333,0,0.333333333333333,0,0,0,0,0
1,0,0.5,0.5,0,0.5,0,0
0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.5
0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0
0.2,0.6,0.1,0.2,0.7,0.2,0.2,0.8
0,0,0,0,0,0,0,0
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5
0,0.4,0.2,0.4,0.4,0.2,0.2,0.8
0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0,0.333333333333333
1,0,0.5,0.5,0,0.5,0,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
0,0,0,0,0,0,0,1
0,0.5,0,0.25,0.25,0.25,0.25,0.75
0,0,0,0,0,0,0,0
0,1,0,1,1,1,1,0
0,1,0,0,0,0,0,0.5
0,0,0,0,0.5,0,0,0
0,0.5,0,0,0.5,0,0.5,0
0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0.5,0.5,0.5,0,0,1
0,1,0,0,0,0,0,0
0.5,0.75,0.75,0.25,0.25,0.5,0.25,0.75
0,0,0,0.25,0,1,0.25,0
0.5,0.5,0,0.5,0.5,0.5,0,0
0.5,0,0.5,1,0.5,1,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0
0.25,0.25,0,1,0.5,0.5,0.25,0.75
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,0
0,1,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
1,0,1,1,0,1,0,0
0.4,0.6,0.6,0.6,0.4,0.6,0.2,0.4
0,1,0,0,0,1,0,0
0.2,0.2,0,0.2,0.4,0,0,0.4
0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0.25,1,0,0.25,0.5,0.25,0.5,0.25
0,0.666666666666667,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0.666666666666667
0.25,1,0,0.75,1,0.5,0.5,1
0,0,0,0,0,0,0,0
0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0
1,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.5,0,0,0.75,0,0.75,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0.25,0.5,0.25,0.25,0,1
0,0.5,0,0,0.5,0,0,0.5
0,0,0,0,0,0,0,0
0,0.5,0,0,0.5,0,0,1
0,0.5,0,0,1,0.5,0.5,0.5
0,0,0,0,1,0,0,0
0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0
0,0.666666666666667,0,0,1,0,0.333333333333333,0.333333333333333
0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0
0.5,0,0.5,0,0,1,0,0
0,0,0,0.333333333333333,0.666666666666667,0,0,0.666666666666667
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0.5
0,0,1,0,0,0,0,0
0.166666666666667,0.5,0,0,0.5,0.333333333333333,0.166666666666667,0.833333333333333
0,0.5,0,0,0,0.5,0,0.5
0.5,0,0.5,0.5,0,0.5,0,0
1,1,0,1,1,1,1,1
0.5,0.5,0.2,0.4,0.5,0.6,0.3,0.2
0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1
0.125,0.375,0.125,0.25,0.125,0.125,0.25,0.625
0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333
0.214285714285714,0.5,0.0714285714285714,0.357142857142857,0.5,0.428571428571429,0.428571428571429,0.642857142857143
0.4,1,0.4,0.4,0.4,0.4,1,0.6
0.5,0,0.5,1,0.5,1,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0.5,0,0.5,0.5,0,0.5,1
0,0.5,0,0,0.5,0,0.5,0.75
0,0.5,0,0,0.5,0,0.5,1
1,0,0,1,1,1,1,1
0.333333333333333,0.666666666666667,0,0.333333333333333,1,0.333333333333333,0.666666666666667,0.333333333333333
0,1,0.2,0,0.2,0,0.2,0.2
0,0.5,0,0.5,1,0,0,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0.333333333333333,0,0.666666666666667,0,0.333333333333333
0.2,0,0.4,0,0,0.6,0.2,0
0.4,0.8,0.2,0.6,0.8,0.6,0.6,0.8
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0.75,0.25,0.25,0.75,0.25,0,1
0,1,0,0,0,0,0,0
0.428571428571429,0.285714285714286,0.428571428571429,0.571428571428571,0,0.571428571428571,0.142857142857143,0.142857142857143
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1
0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,1
0,0.166666666666667,0,0,0.166666666666667,0,0.166666666666667,0.666666666666667
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.166666666666667,0.5
0,0,0,0,0,0,0,0
0.333333333333333,0,0.333333333333333,0,0,0,0.333333333333333,0
0.2,0.4,1,0.2,0.2,0.4,0,0.2
0,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0.333333333333333,1
0.25,0.5,0.25,0.25,0,0.25,0,0.5
0,1,0,0,1,1,1,1
1,0,0.5,0.5,0,0.5,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,1,0,0,1,0,0,1
0,1,0,0,1,0,1,1
0,0.5,0,0,0.5,0,0,0.5
0,0.333333333333333,0,0.333333333333333,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0.5,0,0.5,0,1
0.5,0.5,0,0,0.5,0.5,0.5,0.5
0,1,0,0,1,0,1,1
1,0,0,1,0,1,1,0
1,0,0.5,0.5,0,0.5,0.5,0
0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1
1,0.5,1,0,0.5,0.5,0,0.5
0.25,0.25,0,0.5,0.25,0.5,0,0.25
0.2,0.6,0.4,0.2,0.6,0.4,0.2,0.8
0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.75
0,0,0,0,0,0,0,0
0.5,1,0.5,0,0,0,0,0.5
1,0,0,1,0,1,0,0
1,0,0,1,0,0,0,0
0,1,0,0,1,0,0,1
0.5,0.5,1,0.5,0,0.5,0.5,0.5
0.5,1,0.5,0.5,0.5,0.833333333333333,0,0.5
0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1
0,0.5,0,0,1,0,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.166666666666667,0,0,0.333333333333333,0,0.166666666666667,0.666666666666667
0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0
0,0.5,0.5,0,0.5,1,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1
0,1,0,0,0.5,0,0,0.5
0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0
0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,1
0,0.5,0.5,0,0.5,0,0,0.5
1,1,1,0,1,0,0,1
0,0.666666666666667,0,0.333333333333333,0.666666666666667,0.333333333333333,1,0.333333333333333
0,0.4,0,0,0.4,0.2,0.2,0.6
0,0,0,1,1,1,1,0
0,0,0,0,1,0,0,0
1,0.5,0.5,0.5,0.5,1,0.5,0.5
1,0,1,1,0,1,0,0
0,0.5,0,0.5,0,0.5,0,0
0,0.666666666666667,0,0,0.666666666666667,0,1,0.333333333333333
0.5,0.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,1
0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,1,0.5
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0,0
0,0.5,0,0,1,0,0,1
0,0,0,0,1,0,0,1
1,0,0,0,0,0,1,0
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,1
0.75,0.5,0.5,1,0.75,0.5,0.5,0.75
0,1,0,0.2,0.2,0.2,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,0.5,0.5,0,0.5,0,0.5
0,0.666666666666667,0,0,0.666666666666667,0,0.333333333333333,0.666666666666667
1,0,1,1,0,1,0,1
0.5,0,0.5,0.5,0,0.5,0,0
0.5,0,0.5,0.25,0,0.5,0,0
1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.333333333333333,0.333333333333333,0.333333333333333,1,0,0.666666666666667,0,0.666666666666667
0.466666666666667,0.6,0.4,0.333333333333333,0.466666666666667,0.6,0.266666666666667,0.6
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1
1,1,0,1,0,1,0,0
0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0.5,1,0,1,0,0.5
0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0.5,0,0,0,0,0.5,0,0
0,0.5,0,0,0.5,0,0,0
0,0,0.333333333333333,0,0,0.666666666666667,0,0.333333333333333
0.428571428571429,0.142857142857143,0.285714285714286,0.857142857142857,0,0.714285714285714,0,0.142857142857143
0,0.5,0,0.5,0,1,0,0
0.75,1,0.25,0.25,0.75,0.5,0.25,0.5
0,0,0,1,0,0.5,0,1
0,1,0,1,0,1,0,1
0,0,0,0,0.2,0,0,0.2
0.5,1,0.5,0,1,0,0.5,0
0.444444444444444,1,0.555555555555556,0.222222222222222,0.444444444444444,0.222222222222222,0.333333333333333,0.444444444444444
0.25,0,0.25,0.25,0,1,0,0
0,0,0,0,0,0,0,0
0,0.5,0.5,0.5,0,1,0,1
0.166666666666667,0.5,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.333333333333333
0.5,0.5,0.4,0.4,0.4,0.7,0.2,0.4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0.5,0,0.5,0.5
1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.2,0.3,0,0.3,0.2,0.1,0.1,0.3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1
1,1,0,1,0,1,0,0
0.2,0,0.4,0.6,0,0.2,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0,0.666666666666667
0,1,0,0,1,0,0,1
0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.25
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0.666666666666667,1
0.25,0.25,0,0,0.5,0,0.25,0.5
0.333333333333333,1,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
1,0,1,1,0,1,0,0
0,0.666666666666667,0,0.333333333333333,0,0.666666666666667,0,0
0,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,1
0,1,0,0,1,1,0,1
0,0.5,0,0,0.5,0.5,0,1
0,1,0,0,1,0,0,0
0.222222222222222,0.444444444444444,0.222222222222222,0.555555555555556,0.111111111111111,0.444444444444444,0,0.333333333333333
0,0,0,0,0,0,0,0
0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0.777777777777778,0.333333333333333,0.333333333333333,0.666666666666667,0.555555555555556,0.888888888888889,0.444444444444444,0.555555555555556
0,0,0,0,0,0,0,0
0,0,0,0.5,0,1,0,0
0,1,0,0,1,0,1,1
0,0,0,0,1,0,1,0
0.5,0.5,0,0.5,0,0.5,0,0.5
0,1,0,0.5,0.5,0,0.5,0.5
0.25,0.5,0.25,0.75,0.5,0.25,0.25,0.25
0.8,0.2,0.6,0.6,0.4,0.4,0.2,0.8
1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,0
0,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0
0,0.5,0,0,0.5,0,0.5,0.5
0,0,0,0,0,0,0,0
0,0.5,0,0,0,0.5,0,1
1,1,0,0,0,0,0,0
0,0.5,0,0,0.125,0,0.125,0.5
0.352941176470588,0.529411764705882,0.294117647058824,0.352941176470588,0.294117647058824,0.411764705882353,0.176470588235294,0.529411764705882
1,0.5,0.5,0.5,0,0.5,0.5,0.5
0.357142857142857,0.285714285714286,0.142857142857143,0.285714285714286,0.285714285714286,0.142857142857143,0.214285714285714,0.428571428571429
0,0.5,0,0,0.5,0,0,0.5
0,0,0,0,0,0,0,0
0.25,0.5,0.25,0.25,0.5,0,0,0.75
0.0625,0.3125,0.125,0.0625,0.4375,0.0625,0.0625,0.375
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1
0,0.666666666666667,0,0,0.333333333333333,0,0.333333333333333,0
0,1,0,0,1,0,0,1
0,1,0,0,1,0,1,1
0,0,0,0,0.333333333333333,0,0,0.666666666666667
0,0.333333333333333,0,0,0.666666666666667,0,0.333333333333333,0.333333333333333
0.416666666666667,0.5,0.166666666666667,0.416666666666667,0.5,0.333333333333333,0.333333333333333,0.5
0,1,0,0,0,0,0,1
1,0,0.5,0.5,0,0.5,0,0
1,1,1,0.5,0.5,0.5,0,1
0,1,0,0,0,0,0,0
0.25,1,0,0.5,1,1,0.25,0.25
0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,1
0,0,0.5,0,0,0.5,0.5,0.5
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0.5,0,0.5,0,0.5,0,0.5
0,1,0,0,0,0,0,0
0.8,0.6,0,0.4,0.2,0.2,0,0.8
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,1
0,0,0,0,0.333333333333333,0,0,1
0.2,0.8,0.2,0.2,0.5,0.3,0.2,0.6
0.166666666666667,0.5,0.166666666666667,0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.333333333333333
0.166666666666667,1,0.333333333333333,0.5,0.666666666666667,0.5,0.5,0.833333333333333
0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,1
0,0.5,0,0,0.75,0,0.25,1
0,0,0,0,0,0,0,0
0,0.333333333333333,0,0,0.666666666666667,0,0.333333333333333,1
0,0,0,0,0,0,0,0
0.222222222222222,0.222222222222222,0.111111111111111,0,0.111111111111111,0.111111111111111,0.111111111111111,0.444444444444444
0,0,0,0,0,0,0,0
0,0.2,0,0,0.4,0,0.2,0.2
0.428571428571429,0.142857142857143,0.428571428571429,1,0.142857142857143,0.428571428571429,0,0.285714285714286
